timestamp,asset,type,price,wager,result,profit_usd
2026-03-05 16:20:35,BTC,BUY,70947.895,100.0,OPEN,0.0
2026-03-05 17:22:28,BTC,BUY,70944.35,100.0,OPEN,0.0
2026-03-05 17:47:24,BTC,BUY,70811.95,100.0,OPEN,0.0
2026-03-05 17:49:59,BTC,BUY,70738.49,100.0,OPEN,0.0
2026-03-05 17:58:51,BTC,BUY,70761.995,100.0,OPEN,0.0
2026-03-05 18:01:36,BTC,BUY,70700.015,100.0,OPEN,0.0
2026-03-06 05:50:38,BTC,BUY,70141.805,100.0,OPEN,0.0
